venue,innings,batting_team,bowling_team,team1avgscore,team2avgecoscore,team1vsteam2avgscore,team1venueavgscore,team2venueavgecoscore,venueavgscore,Totalppscore
Green Park,2,Gujarat Lions,Kolkata Knight Riders,50,43,54,54,54,54,54
Green Park,1,Kolkata Knight Riders,Gujarat Lions,43,45,40,40,40,40,40
Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,44,45,44,46,39,37,46
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,44,42,42,37,37,38,37
Green Park,2,Gujarat Lions,Mumbai Indians,50,42,70,70,70,47,70
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Punjab Kings,Rising Pune Supergiants,45,45,52,52,31,38,52
Green Park,1,Mumbai Indians,Gujarat Lions,43,45,49,49,49,54,49
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Punjab Kings,44,46,44,32,44,39,44
Shaheed Veer Narayan Singh International Stadium,2,Royal Challengers Bangalore,Delhi Capitals,43,45,45,49,40,38,49
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,43,42,40,44,45,43,48
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,44,43,43,41,42,43,48
Shaheed Veer Narayan Singh International Stadium,1,Delhi Capitals,Royal Challengers Bangalore,44,45,48,37,43,39,43
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Gujarat Lions,43,45,46,44,31,45,31
M Chinnaswamy Stadium,1,Gujarat Lions,Royal Challengers Bangalore,51,45,54,23,46,45,23
Arun Jaitley Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,43,42,41,46,40,46,46
Arun Jaitley Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,44,43,43,44,42,46,42
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Gujarat Lions,44,44,50,44,46,46,46
Arun Jaitley Stadium,1,Gujarat Lions,Sunrisers Hyderabad,49,42,38,38,41,46,38
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,43,42,39,44,45,45,59
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,44,45,44,45,46,45,53
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,44,45,44,42,43,42,59
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,43,42,40,36,41,42,54
Maharashtra Cricket Association Stadium,1,Mumbai Indians,Rising Pune Supergiants,43,46,42,61,55,46,61
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Mumbai Indians,44,42,52,42,59,47,59
Saurashtra Cricket Association Stadium,2,Kolkata Knight Riders,Gujarat Lions,43,44,34,73,58,53,73
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Kolkata Knight Riders,49,43,50,49,52,55,52
Holkar Cricket Stadium,2,Punjab Kings,Rising Pune Supergiants,45,47,51,56,56,47,56
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,44,45,48,53,46,45,43
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,43,45,45,44,45,45,41
Holkar Cricket Stadium,1,Rising Pune Supergiants,Punjab Kings,45,46,44,35,35,49,35
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Gujarat Lions,44,46,49,42,59,42,59
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,44,42,39,37,41,42,56
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,43,43,45,43,47,42,48
Rajiv Gandhi International Stadium,1,Gujarat Lions,Sunrisers Hyderabad,49,42,38,40,42,42,40
Holkar Cricket Stadium,2,Punjab Kings,Royal Challengers Bangalore,45,45,45,52,62,46,62
Holkar Cricket Stadium,1,Royal Challengers Bangalore,Punjab Kings,43,46,46,23,48,49,23
Maharashtra Cricket Association Stadium,1,Delhi Capitals,Rising Pune Supergiants,44,47,38,61,56,48,61
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Delhi Capitals,44,45,45,45,49,48,49
Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,43,42,40,43,35,42,61
Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,44,42,42,43,41,42,34
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,44,45,48,44,49,43,76
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,45,43,44,44,42,43,57
Saurashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,45,47,52,64,60,55,64
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,48,48,65,49,61,55,61
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43,42,40,44,31,45,41
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,43,45,42,40,46,45,21
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,44,46,44,45,47,46,49
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,44,44,43,42,42,43,45
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,44,42,41,45,45,43,40
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,46,45,49,54,48,46,40
Wankhede Stadium,2,Mumbai Indians,Gujarat Lions,43,48,40,44,56,42,56
M Chinnaswamy Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,46,45,48,54,45,45,54
Wankhede Stadium,1,Gujarat Lions,Mumbai Indians,49,42,56,46,41,42,46
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,43,49,45,44,42,45,42
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,44,44,43,45,42,46,53
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,44,45,44,46,48,46,49
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,45,42,44,45,42,42,47
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,44,46,49,43,49,42,29
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,49,45,43,51,57,56,57
Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,43,48,41,45,61,56,45
Rajiv Gandhi International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,44,42,42,41,42,42,56
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,44,45,44,43,38,42,39
Holkar Cricket Stadium,1,Punjab Kings,Mumbai Indians,45,42,43,55,46,45,46
Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,49,44,50,72,42,43,72
Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,44,48,47,45,65,44,65
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,46,42,35,46,55,48,55
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,43,45,44,44,50,43,48
Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,44,49,30,45,57,49,45
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,44,42,46,38,41,43,22
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,44,45,47,45,49,44,65
Saurashtra Cricket Association Stadium,1,Punjab Kings,Gujarat Lions,45,49,55,50,59,55,50
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Punjab Kings,50,45,46,52,50,55,50
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,43,44,41,41,43,44,39
Wankhede Stadium,1,Rising Pune Supergiants,Mumbai Indians,47,42,54,48,41,42,48
Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiants,43,48,48,44,44,42,44
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Kolkata Knight Riders,47,44,34,47,39,48,57
Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiants,44,48,45,56,55,49,45
M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,50,45,47,31,46,45,49
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,43,49,42,44,36,45,35
Punjab Cricket Association Stadium,1,Sunrisers Hyderabad,Punjab Kings,44,45,48,47,46,47,60
Punjab Cricket Association Stadium,2,Punjab Kings,Sunrisers Hyderabad,46,42,44,47,47,47,59
Eden Gardens,1,Delhi Capitals,Kolkata Knight Riders,44,44,43,40,43,44,53
Eden Gardens,2,Kolkata Knight Riders,Delhi Capitals,44,45,44,46,44,44,47
Saurashtra Cricket Association Stadium,2,Mumbai Indians,Gujarat Lions,43,48,45,61,58,54,61
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Mumbai Indians,50,42,52,51,48,55,48
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,47,45,50,48,38,49,43
Maharashtra Cricket Association Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,43,48,44,42,54,48,39
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,44,44,43,42,43,42,78
Punjab Cricket Association Stadium,2,Punjab Kings,Delhi Capitals,46,45,49,48,48,47,49
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,44,42,41,36,42,43,44
Punjab Cricket Association Stadium,1,Delhi Capitals,Punjab Kings,44,46,44,44,46,47,25
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,43,45,41,44,41,42,55
Maharashtra Cricket Association Stadium,1,Gujarat Lions,Rising Pune Supergiants,50,48,63,55,52,48,55
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43,42,40,43,41,43,52
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Gujarat Lions,47,49,56,48,43,48,43
Arun Jaitley Stadium,1,Sunrisers Hyderabad,Delhi Capitals,45,45,44,44,48,46,66
Arun Jaitley Stadium,2,Delhi Capitals,Sunrisers Hyderabad,44,42,43,45,40,47,62
Eden Gardens,2,Rising Pune Supergiants,Kolkata Knight Riders,47,44,41,70,43,44,70
Eden Gardens,1,Kolkata Knight Riders,Rising Pune Supergiants,44,48,52,46,41,44,41
Arun Jaitley Stadium,2,Delhi Capitals,Gujarat Lions,44,48,41,45,34,47,63
Arun Jaitley Stadium,1,Gujarat Lions,Delhi Capitals,50,45,53,54,49,47,58
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Punjab Kings,43,45,45,44,46,45,46
M Chinnaswamy Stadium,1,Punjab Kings,Royal Challengers Bangalore,46,45,46,46,46,45,35
Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,43,45,44,48,49,47,56
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rising Pune Supergiants,45,48,35,43,47,43,47
Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,44,42,44,46,49,47,35
Rajiv Gandhi International Stadium,1,Rising Pune Supergiants,Sunrisers Hyderabad,48,42,42,34,42,43,34
Punjab Cricket Association Stadium,2,Gujarat Lions,Punjab Kings,50,45,47,58,46,47,58
Punjab Cricket Association Stadium,1,Punjab Kings,Gujarat Lions,46,49,53,48,44,47,44
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,43,44,41,44,41,45,40
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,45,42,41,43,34,43,43
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,43,42,41,45,42,43,36
Punjab Cricket Association Stadium,2,Kolkata Knight Riders,Punjab Kings,44,46,49,48,46,47,61
Punjab Cricket Association Stadium,1,Punjab Kings,Kolkata Knight Riders,46,44,45,48,42,47,41
Green Park,2,Delhi Capitals,Gujarat Lions,44,49,48,64,44,53,64
Green Park,1,Gujarat Lions,Delhi Capitals,51,46,54,62,50,55,50
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,45,42,43,45,41,43,71
Wankhede Stadium,2,Mumbai Indians,Punjab Kings,43,46,42,44,43,43,68
Arun Jaitley Stadium,1,Delhi Capitals,Rising Pune Supergiants,44,47,45,46,54,47,54
Arun Jaitley Stadium,2,Rising Pune Supergiants,Delhi Capitals,47,46,46,52,49,47,52
Green Park,1,Gujarat Lions,Sunrisers Hyderabad,51,42,38,58,61,54,61
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,44,42,40,45,40,44,53
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,43,44,45,45,44,44,51
Green Park,2,Sunrisers Hyderabad,Gujarat Lions,45,49,51,47,51,55,47
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Punjab Kings,47,46,41,47,45,48,43
Arun Jaitley Stadium,2,Delhi Capitals,Royal Challengers Bangalore,45,45,47,46,48,47,42
Arun Jaitley Stadium,1,Royal Challengers Bangalore,Delhi Capitals,43,46,45,48,49,47,37
Maharashtra Cricket Association Stadium,1,Punjab Kings,Rising Pune Supergiants,46,48,52,46,52,48,32
Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiants,43,47,47,45,40,43,42
Wankhede Stadium,1,Rising Pune Supergiants,Mumbai Indians,47,42,53,49,42,43,33
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,45,44,45,46,41,45,30
M Chinnaswamy Stadium,2,Mumbai Indians,Kolkata Knight Riders,43,44,45,38,40,44,36
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Mumbai Indians,44,42,41,51,32,44,25
Rajiv Gandhi International Stadium,2,Rising Pune Supergiants,Mumbai Indians,47,42,49,40,36,42,38
Rajiv Gandhi International Stadium,1,Mumbai Indians,Rising Pune Supergiants,43,47,46,43,37,42,32
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,45,42,41,38,42,43,42
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,43,45,47,45,45,43,39
Punjab Cricket Association Stadium,2,Punjab Kings,Delhi Capitals,46,46,49,47,48,47,73
Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,44,45,48,46,51,44,67
Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,43,44,41,41,44,45,52
Punjab Cricket Association Stadium,1,Delhi Capitals,Punjab Kings,44,46,43,40,46,47,45
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,45,44,44,43,44,42,53
Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,43,42,41,44,42,42,48
MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,45,44,48,46,53,46,75
MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,44,45,46,48,46,47,64
Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,44,44,44,45,43,43,60
Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,43,46,42,43,45,43,51
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,45,42,42,43,36,42,56
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,43,42,41,42,42,43,54
M Chinnaswamy Stadium,1,Punjab Kings,Royal Challengers Bangalore,46,45,45,45,45,44,50
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Punjab Kings,43,46,45,44,46,44,41
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,45,42,44,35,42,43,53
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,41,46,44,45,49
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,45,44,44,42,44,45,46
Punjab Cricket Association Stadium,1,Punjab Kings,Chennai Super Kings,46,45,45,48,51,47,75
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,43,44,44,44,49,44,62
Punjab Cricket Association Stadium,2,Chennai Super Kings,Punjab Kings,45,46,45,42,46,47,53
M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,43,45,40,39,45,44,51
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,45,44,44,42,44,45,56
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,45,46,44,46,45,45,50
Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,43,45,41,45,43,43,60
Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,43,42,41,44,42,43,55
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,45,44,40,45,43,43,53
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,43,45,43,43,37,43,48
Punjab Cricket Association Stadium,1,Punjab Kings,Sunrisers Hyderabad,46,43,45,48,49,47,49
Punjab Cricket Association Stadium,2,Sunrisers Hyderabad,Punjab Kings,45,46,48,49,46,47,40
Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Rajasthan Royals,45,44,46,69,46,47,69
Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Chennai Super Kings,43,45,44,37,35,48,35
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,46,45,44,45,44,45,73
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,45,46,50,46,52,45,49
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Capitals,43,46,45,44,45,44,43
M Chinnaswamy Stadium,1,Delhi Capitals,Royal Challengers Bangalore,45,45,47,52,46,44,28
Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,43,44,41,35,44,43,43
Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,43,42,42,43,39,43,43
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,45,45,48,44,50,43,40
Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,46,43,48,49,42,43,27
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,46,46,50,53,49,47,51
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,45,46,43,46,48,47,48
Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,45,42,42,41,42,43,51
Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,43,42,41,45,40,43,22
M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,45,45,46,45,45,44,55
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,43,45,42,44,47,44,52
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,46,42,45,45,42,43,44
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,45,46,48,44,46,43,37
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,45,45,44,46,43,47,57
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,45,46,44,46,49,47,51
Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Mumbai Indians,45,42,41,51,56,48,51
Maharashtra Cricket Association Stadium,2,Mumbai Indians,Chennai Super Kings,43,45,46,54,50,48,50
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,45,45,49,48,45,44,51
Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,43,42,41,43,47,43,43
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,43,45,42,44,39,44,40
Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,45,44,44,44,43,43,39
Maharashtra Cricket Association Stadium,2,Delhi Capitals,Chennai Super Kings,45,45,43,54,42,48,59
Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Delhi Capitals,45,46,47,60,45,48,56
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43,42,41,44,31,44,43
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,43,45,42,38,45,44,40
Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Capitals,43,46,43,41,49,47,79
Arun Jaitley Stadium,1,Delhi Capitals,Rajasthan Royals,45,44,45,46,44,47,62
Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,46,45,50,40,44,45,57
Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,45,45,47,46,43,45,56
Holkar Cricket Stadium,1,Punjab Kings,Mumbai Indians,46,42,44,53,49,45,49
Holkar Cricket Stadium,2,Mumbai Indians,Punjab Kings,43,46,43,39,39,45,39
Rajiv Gandhi International Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,42,44,44,42,42,60
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Capitals,45,46,45,43,38,43,55
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,43,45,43,41,48,48,47
Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,46,45,46,58,39,48,42
Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,43,45,45,44,47,43,56
Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,45,42,40,40,42,43,47
Holkar Cricket Stadium,1,Rajasthan Royals,Punjab Kings,43,46,48,45,39,45,45
Holkar Cricket Stadium,2,Punjab Kings,Rajasthan Royals,46,44,46,52,34,45,34
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,43,42,41,39,42,43,55
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,45,45,45,44,45,43,38
Sawai Mansingh Stadium,1,Rajasthan Royals,Punjab Kings,43,46,48,43,57,43,63
Sawai Mansingh Stadium,2,Punjab Kings,Rajasthan Royals,46,44,46,46,43,44,33
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,43,45,45,45,45,45,47
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,45,42,40,46,42,45,47
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,45,46,45,46,49,47,51
Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,43,44,46,43,47,38
Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,43,45,43,44,36,43,57
Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,46,44,47,40,43,44,55
Holkar Cricket Stadium,1,Kolkata Knight Riders,Punjab Kings,45,46,50,59,40,44,59
Holkar Cricket Stadium,2,Punjab Kings,Kolkata Knight Riders,46,45,46,49,58,45,58
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,43,46,45,46,49,47,58
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,45,45,46,46,47,47,44
Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,46,43,47,54,53,48,53
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,43,44,41,45,44,43,51
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,43,42,42,45,42,43,51
Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,45,46,48,28,47,48,28
Holkar Cricket Stadium,2,Royal Challengers Bangalore,Punjab Kings,43,46,45,66,43,46,66
Holkar Cricket Stadium,1,Punjab Kings,Royal Challengers Bangalore,46,45,45,50,47,47,47
Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,44,45,44,40,45,45,68
Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,45,44,41,46,38,45,50
Wankhede Stadium,1,Mumbai Indians,Punjab Kings,43,46,43,45,47,43,60
Wankhede Stadium,2,Punjab Kings,Mumbai Indians,46,42,44,48,42,44,57
M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,45,45,44,44,45,44,56
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,44,43,41,44,47,44,44
Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Capitals,46,46,47,48,50,47,44
Arun Jaitley Stadium,1,Delhi Capitals,Chennai Super Kings,45,45,44,46,47,47,39
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,41,37,42,43,66
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,45,45,44,44,48,43,59
Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,44,44,45,48,43,44,55
Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,44,45,41,44,43,44,45
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,43,46,45,49,49,47,55
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,45,43,44,46,47,47,46
Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Punjab Kings,46,46,46,54,44,48,33
Maharashtra Cricket Association Stadium,1,Punjab Kings,Chennai Super Kings,46,45,47,43,43,47,29
Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,45,45,47,43,45,44,47
Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,46,43,47,38,37,44,33
Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,44,45,45,44,45,45,51
Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,45,44,41,46,39,45,46
Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,43,46,45,45,67
Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,45,45,45,43,45,46,45
Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,45,45,47,43,45,44,41
Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,46,43,46,38,36,44,34
MA Chidambaram Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,44,45,43,44,46,47,33
Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,45,45,45,43,45,46,54
Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,44,47,47,46,47
Wankhede Stadium,2,Mumbai Indians,Delhi Capitals,44,46,46,45,50,43,46
Wankhede Stadium,1,Delhi Capitals,Mumbai Indians,45,43,44,38,43,43,45
Sawai Mansingh Stadium,2,Rajasthan Royals,Punjab Kings,44,46,49,44,58,44,64
Sawai Mansingh Stadium,1,Punjab Kings,Rajasthan Royals,46,44,45,43,44,44,32
Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Capitals,45,46,47,47,49,47,58
Arun Jaitley Stadium,1,Delhi Capitals,Chennai Super Kings,45,45,44,46,46,47,43
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,45,46,50,47,51,46,53
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,46,45,46,48,45,46,51
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,44,43,41,44,32,44,60
M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,44,45,42,38,46,45,52
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,45,44,44,44,46,43,69
Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,44,43,41,45,43,43,35
Punjab Cricket Association Stadium,1,Mumbai Indians,Punjab Kings,44,46,44,44,46,47,62
Arun Jaitley Stadium,2,Delhi Capitals,Kolkata Knight Riders,45,45,45,46,44,47,45
Punjab Cricket Association Stadium,2,Punjab Kings,Mumbai Indians,46,43,45,48,46,48,38
Arun Jaitley Stadium,1,Kolkata Knight Riders,Delhi Capitals,45,46,45,47,50,47,36
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,45,45,45,44,44,43,59
MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,44,45,44,52,46,47,44
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,44,43,41,41,43,43,30
